Referencia,question,answer
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Hablar sobre el suicidio con una persona que está en riesgo le puede incitar a que lo realice?,Pensar que hablar sobre el suicidio con una persona que está en riesgo le puede incitar a que lo realice es una creencia errónea. Esta creencia infunde temor a la hora de abordar el tema del suicidio en quienes están en riesgo de consumarlo.  Está demostrado que hablar del suicidio reduce el riesgo de realizarlo y puede ser la única posibilidad que ofrezca a esa persona para el análisis de sus propósitos autodestructivos.
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿El suicida desea morir?,"Pensar que el suicida desea morir es una creencia errónea. Esta creencia pretende justificar la muerte por suicidio de quienes lo intentan o consuman.  Con frecuencia el suicida está en una posición ambivalente, desea morir si su vida continúa de la misma manera y desea vivir si se produjeran pequeños cambios en ella."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿El que intenta el suicidio es un cobarde?,Pensar que el que intenta el suicidio es un cobarde es una creencia errónea. Esta creencia pretende evitar el suicidio al equipararlo con una cualidad negativa de la personalidad.  Los que intentan suicidarse no son cobardes sólo son personas que sufren.
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿El que intenta el suicidio es un valiente?,"Pensar que el que intenta el suicidio es un valiente es una creencia errónea. Esta creencia pretende equiparar el suicidio con una característica positiva de la personalidad, lo que entorpece su prevención al hacerlo sinónimo de un atributo imitable como es el valor.  Los atributos personales como cobardía o valentía no se cuantifican o miden en función de las veces que alguien se intenta quitar la vida o la respeta. "
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Sólo los viejos se suicidan?,"Pensar que sólo los viejos se suicidan es una creencia errónea. Esta creencia pretende evadir el suicidio como causa de muerte en edades tempranas de la vida como son los niños y los adolescentes.  Los ancianos realizan menos intentos autolíticos que los jóvenes, pero utilizan métodos más efectivos al intentarlo, lo que lleva a una mayor letalidad."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Si se reta a un suicida este no lo intenta? ,"Pensar que si se reta a un suicida este no lo intenta es una creencia errónea. Esta creencia pretende probar fuerzas con el sujeto en crisis suicida y desconoce el peligro que significa su vulnerabilidad.  Retar al suicida es un acto irresponsable, pues se está ante una persona vulnerable cuyos mecanismos de adaptación han fracasado, ya que predominan precisamente los deseos de autodestruirse."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Los medios de comunicación no pueden contribuir a la prevención del suicidio?,"Pensar que los medios de comunicación no pueden contribuir a la prevención del suicidio  es una creencia errónea. Esta creencia pretende continuar emitiendo noticias sensacionalistas, con el objetivo primordial de vender, sin tener en cuenta las consecuencias del mensaje emitido.  Los medios de comunicación pueden convertirse en un valioso aliado en la prevención del suicidio si enfocan correctamente la noticia sobre el tema y tienen en cuenta las sugerencias de los expertos: publicar señales de alerta de una crisis suicida, dispositivos de salud mental a los que puede acudir, divulgar grupos de riesgo y medidas sencillas que permitan a la población saber qué hacer en caso de detectar a un sujeto con riesgo de suicidio."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2020,¿Cuál es el papel de la entrevista clínica en la valoración del riesgo de suicida?,"Tras una conducta suicida se recomienda realizar siempre una adecuada evaluación psicopatológica y social que incluya las características psicológicas y contextuales del paciente, así como una evaluación de los factores de riesgo y de protección de conducta suicida. Los profesionales sanitarios implicados en la asistencia de pacientes con conducta suicida deberán tener una adecuada formación que les permita evaluar la presencia de factores de riesgo de conducta suicida y registrar el perfil de riesgo del paciente. Toda la información recabada a lo largo del proceso de evaluación deberá ser registrada de forma adecuada en la historia clínica. Se recomienda que los profesionales expliquen al paciente y a sus allegados el objetivo de la evaluación y su finalidad, y que traten de implicarlos como parte activa del proceso terapéutico. Desde el inicio de la entrevista clínica se deberá favorecer la comunicación de la sintomatología, sentimientos y pensamientos del paciente asociados a la conducta suicida y facilitar que el paciente y sus allegados se impliquen en la toma de decisiones. Es recomendable contar con la información del paciente y de otras fuentes, como familiares, amigos, allegados y otros profesionales sanitarios o cuidadores. Se recomienda orientar la entrevista clínica a la recogida de los datos objetivos/descriptivos y subjetivos (narrativa del paciente, pensamientos e ideas) y adecuar la entrevista a los objetivos de la misma: escenario y circunstancias, tiempo disponible, condiciones de la persona entrevistada y preparación del entrevistador. La estimación del riesgo suicida de un paciente deberá hacerse mediante el juicio clínico del profesional, teniendo en cuenta la presencia de factores de riesgo y protectores. En la evaluación del riesgo suicida se deberá considerar, principalmente:–– Presencia de intentos de suicidio previos y el abuso de sustancias–– Presencia de trastornos mentales, síntomas específicos como desesperanza, ansiedad, agitación e ideación suicida grave (ideas de muerte recurrentes todos los días, la mayor parte del tiempo), así como eventos estresantes y disponibilidad de métodos–– Factores de riesgo asociados a su repetición, enfermedad física, cronicidad, dolor o discapacidad, historia familiar de suicidio, factores sociales y ambientales y antecedentes de suicidio en el entorno."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2021,¿Existe algún instrumento psicométrico que permita predecir el riesgo de futuros episodios de conducta suicida?,"Se recomienda no sustituir la entrevista clínica por el uso de escalas auto y heteroaplicadas, aunque estas aportan una información complementaria en la evaluación. Dentro de las diferentes escalas, se recomiendan las escalas de desesperanza, ideación e intencionalidad suicida de Beck. También se recomiendan los ítems de conducta suicida del Inventario de depresión de Beck y de la Escala de valoración de la depresión de Hamilton.  Aunque no validadas en España, también se recomiendan las escalas SAD PERSONS o la IS PATH WARM por su facilidad de aplicación. Al valorar a un paciente con varios intentos de suicidio, se recomienda evaluar las causas o precipitantes de cada uno de ellos de forma independiente. Se recomienda evitar todo tipo de actitudes negativas hacia las personas con conducta suicida reiterada, favoreciendo una atención profesional basada en el respeto y la comprensión hacia este tipo de pacientes."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2022,¿Cómo abordar la ideación suicida en atención primaria?,"Se recomienda la capacitación de los médicos de atención primaria en la evaluación y tratamiento de la ideación y conducta suicidas, implementando, en caso necesario, programas específicos acerca de su abordaje diagnóstico y psicoterapéutico. Se recomienda explorar pensamientos suicidas en los pacientes en los que se sospeche ideación suicida y presenten factores de riesgo de suicidio. Esto no aumenta el riesgo de suicidio.  Se recomienda que las preguntas a los pacientes sobre sus ideas de suicidio se formulen de forma gradual: no deberán ser exigentes ni coercitivas, sino plantearlas de manera cálida y empática. Si se confirma la presencia de ideación suicida será preciso realizar preguntas específicas dirigidas a valorar la posibilidad real de suicidio (frecuencia y gravedad de las ideas, grado de planificación…). En pacientes con ideación suicida y riesgo de suicidio se recomienda:–– Prescribir fármacos potencialmente seguros en caso de sobredosis.–– Prescribir envases con el menor número de comprimidos posible.–– Explicar a los familiares la necesidad de control y administración de la medicación, así como de su custodia.–– Acompañamiento constante por parte de familiares, así como restricción de acceso a métodos letales.–– Aceptación por parte del paciente y su familia del seguimiento y derivación a servicio de salud mental."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2023,¿Cómo realizar la evaluación de la conducta suicida en atención primaria?,"Tras un intento de suicidio en el ámbito de la atención primaria deberá valorarse, en primer lugar, las condiciones físicas del paciente y decidir sobre la necesidad de derivación a un centro hospitalario para el tratamiento de sus lesiones.  Tras un intento de suicidio en el ámbito de la atención primaria se recomienda realizar, siempre que sea posible, una valoración que incluya:–– Características del intento–– Intentos autolíticos previos–– Factores sociodemográficos–– Trastornos mentales asociados–– Antecedentes familiares"
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2024,¿Cuándo derivar a un paciente con ideación o intento de suicidio desde atención primaria a otro nivel asistencial?,"En caso de ideación suicida se recomienda la derivación urgente al servicio de salud mental, sí :–– Presencia de trastorno mental grave–– Conducta autolítica grave reciente–– Plan de suicidio elaborado–– Expresión de intencionalidad suicida que se mantenga al final de la entrevista–– Situación sociofamiliar de riesgo o falta de apoyo–– Duda sobre la gravedad de la ideación o riesgo de intento inmediato.  En caso de intento de suicidio se recomienda la derivación urgente a un servicio de urgencias hospitalario, si: –– Necesidad de tratamiento médico de las lesiones producidas, no susceptibles de ser atendidas en atención primaria–– Intoxicación voluntaria con disminución del nivel de conciencia o agitación (previa estabilización del paciente).En caso de intento de suicidio, y en ausencia de los puntos anteriores, se recomienda la derivación urgente al servicio de salud mental, si:–– Alta letalidad del plan, independientemente de su resultado–– Presencia de enfermedad mental grave–– Conducta autolítica grave reciente–– Intentos de suicidio previos–– Situación sociofamiliar de riesgo o de falta de apoyo–– Duda sobre la gravedad del intento o riesgo de repetición. En caso de ideación o conducta suicida se podría considerar la derivación preferente al servicio de salud mental (en el plazo de una semana) cuando no estén presentes ninguno de los criterios anteriores de derivación inmediata y se cumplan todas las circunstancias siguientes: –– Alivio tras la entrevista–– Intención de control de impulsos suicidas–– Aceptación del tratamiento y medidas de contención pactadas–– Apoyo sociofamiliar efectivo. Toda la información del paciente será recogida en la historia clínica, así como la justificación razonada del tipo de derivación. Se recomienda, una vez producido un episodio de conducta suicida, una adecuada comunicación entre el servicio de salud mental y el médico de atención primaria."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2025,¿Cómo se estratifica el nivel de riesgo de los pacientes que acuden a un servicio de urgencias por una conducta suicida?,Se recomienda que todos los pacientes que acudan a un servicio de urgencias por una conducta suicida sean catalogados en el triaje de tal forma que se asegure su atención dentro de la primera hora desde su llegada. Se propone la versión breve del cuestionario de riesgo de suicidio de Horowitz para ser empleado por el personal encargado del triaje en el servicio de urgencias con aquellas personas que acuden por conducta suicida y en las que no existe una afectación grave de su condición física.
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2026,"En un paciente que acude a un servicio de urgencias por una conducta suicida, ¿qué otros aspectos deberían ser evaluados, además de los físicos, con el fin de tomar decisiones inmediatas?","La evaluación del paciente con conducta suicida deberá realizarse en un ambiente de privacidad, confidencialidad y respeto. Durante su estancia en el servicio de urgencias deberán adoptarse todas aquellas medidas disponibles de seguridad que impidan la fuga y la auto o heteroagresividad. El médico de urgencias hospitalarias, además de valorar la alteración de la condición física del paciente con conducta suicida, deberá realizar siempre una evaluación psicopatológica y social básica. En la valoración de un paciente con conducta suicida se recomienda la evaluación sistemática de la presencia de factores de riesgo y la recogida de las características más relevantes del intento de suicidio, preferiblemente mediante formatos estandarizados, y documentando corréctamente toda la información en la historia clínica. Se recomienda que los pacientes con un intento de suicidio sean valorados por un psiquiatra, cuando así lo considere el médico de urgencias hospitalarias. La derivación al psiquiatra por parte del médico de urgencias deberá realizarse cuando el paciente este plenamente consciente y pueda llevarse a cabo una adecuada valoración psicopatológica. En ocasiones podrá diferirse la evaluación psiquiátrica del paciente, derivándose con carácter preferente a una consulta de salud mental. Se recomienda la mejora de las siguientes áreas de atención a las personas con conducta suicida: –– Comunicación entre pacientes y profesionales–– Actitud empática de los profesionales–– Acceso a la asistencia sanitaria especializada–– Información sobre la conducta suicida a pacientes, cuidadores y familiares."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2027,"¿Cuál debe ser la formación del médico de urgencias en el reconocimiento, evaluación y manejo de personas con conducta suicida?","Los profesionales no especializados en salud mental deberían recibir una adecuada formación en la evaluación de pacientes que acuden por una conducta suicida. La formación del médico de urgencias en la atención a pacientes con conducta suicida debería incluir aquellos aspectos considerados de su competencia, entre otros:–– Evaluación del estado y capacidad mental del paciente y de su estado de ánimo–– Habilidades en la detección de riesgo de suicidio inmediato–– Conocimiento básico de las condiciones médico-legales de las situaciones de urgencia"
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2028,¿Cuáles son los criterios de ingreso hospitalario psiquiátrico de un paciente con conducta suicida?,La decisión de hospitalizar o no a un paciente tras una conducta suicida es habitualmente un proceso complejo. Se recomienda tener en cuenta principalmente los siguientes factores: –– Repercusión médico-quirúrgica de la conducta suicida–– Riesgo suicida inmediato del paciente–– Necesidad de un tratamiento más intensivo del trastorno mental de base–– Falta de apoyo social y familiar efectivo.
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2029,En un paciente con conducta suicida ¿existe alguna técnica psicoterapéutica indicada para su tratamiento?,"Las técnicas psicoterapéuticas juegan un importante papel en el tratamiento de los pacientes con conducta suicida, por lo que se recomienda garantizar su disponibilidad para aquellas personas que las necesiten.  De modo general, en los pacientes con conducta suicida se recomiendan los tratamientos psicoterapéuticos de corte cognitivo-conductual con una frecuencia semanal, al menos al inicio del tratamiento.  La psicoterapia empleada debería incidir siempre sobre algún aspecto concreto del espectro suicida (ideación suicida, desesperanza, autolesiones u otras formas de conducta suicida).  En adultos con ideación o conducta suicida se recomiendan los tratamientos cognitivo-conductuales basados en sesiones individuales, aunque puede valorarse la inclusión de sesiones grupales como complemento del tratamiento individual.  En adultos con diagnóstico de trastorno límite de la personalidad se debe considerar de forma preferente la terapia dialectico-conductual, aunque también podrían valorarse otras técnicas psicoterapéuticas. En adolescentes, se recomienda el tratamiento psicoterapéutico especifico (terapia dialectico-conductual en trastorno límite de la personalidad y terapia cognitivo conductual en depresión mayor).  La terapia interpersonal se recomienda en adultos con conducta suicida, en mayores de 60 años con depresión e ideación suicida y en adolescentes con riesgo suicida."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2030,¿Existe algún fármaco eficaz en el tratamiento de la conducta suicida?,"Antidepresivos: En adultos con depresión mayor que presentan ideación suicida se recomienda preferentemente el tratamiento con antidepresivos del grupo inhibidores selectivos de la recaptación de serotonina. En mayores de 60 años con depresión mayor y conducta suicida se recomienda el seguimiento mantenido en el tiempo junto con el empleo de terapia combinada (inhibidores selectivos de la recaptación de serotonina + terapia interpersonal). En adolescentes con depresión mayor e ideación suicida se recomienda el empleo de la terapia combinada (fluoxetina + terapia cognitivo-conductual). Se recomienda el empleo de ansiolíticos al inicio del tratamiento con antidepresivos en pacientes con depresión mayor e ideación suicida que además experimenten ansiedad o agitación. En pacientes con trastorno bipolar e ideación suicida no se recomienda el uso de antidepresivos en monoterapia, sino acompañados de un estabilizador del ánimo. Litio: A Se recomienda el tratamiento con litio en pacientes adultos con trastorno bipolar que presentan conducta suicida, ya que además de su efecto estabilizador de ánimo añade una potencial acción anti suicida. En pacientes adultos con depresión mayor y conducta suicida reciente se recomienda valorar la asociación de litio al tratamiento antidepresivo.  Cuando se considere necesario finalizar el tratamiento con litio deberá hacerse de forma gradual, al menos durante dos semanas. Anticonvulsivantes: En el tratamiento con anticonvulsivantes del trastorno límite de la personalidad se recomienda utilizar como fármaco de primera elección la carbamazepina para controlar el riesgo de conducta suicida. En pacientes con trastorno bipolar y riesgo de suicidio que precisen tratamiento con anticonvulsivantes, se recomienda el tratamiento con ácido valproico o carbamazepina de forma continuada. En pacientes con epilepsia y factores de riesgo de suicidio a tratamiento antiepiléptico se mantendrá especial atención a la presencia de ideación o conducta suicida. Antipsicóticos: Se recomienda el uso de clozapina en el tratamiento de pacientes adultos con diagnóstico de esquizofrenia o trastornos esquizoafectivos y con alto riesgo de conducta suicida, para reducir el riesgo de comportamientos suicidas."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2031,¿Cuál es la eficacia y la seguridad de la terapia electroconvulsiva en el tratamiento de la conducta suicida?,"La decisión de utilizar terapia electroconvulsiva debería tomarse de forma compartida con el paciente, teniendo en cuenta factores como el diagnostico, tipo y gravedad de los síntomas, historia clínica, balance riesgo/beneficio, opciones alternativas y preferencias del paciente. En todos los casos se deberá obtener el consentimiento informado por escrito. Se recomienda que la terapia electroconvulsiva sea administrada siempre por un profesional experimentado, tras una evaluación física y psiquiátrica y en un entorno hospitalario. Se recomienda la terapia electroconvulsiva en aquellos pacientes con depresión mayor grave en los que exista la necesidad de una rápida respuesta debido a la presencia de alta intencionalidad suicida. La terapia electroconvulsiva estaría indicada también en adolescentes con depresión mayor grave y persistente, con conductas que pongan en peligro su vida o que no respondan a otros tratamientos."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2032,¿Qué programas de prevención de la conducta suicida podemos encontrar a nivel internacional?,"Se recomienda a las autoridades sanitarias la puesta en marcha de líneas de acción específicas para la prevención de la conducta suicida mediante:–– Desarrollo de programas preventivos en poblaciones de riesgo–– Formación de los profesionales sanitarios en la detección del riesgo suicida e identificación de factores de riesgo y protectores–– Educación a la población general y medios de comunicación–– Mejorar los procedimientos de identificación, tratamiento y seguimiento de personas en riesgo de suicidio–– Mejorar el acceso a los servicios de salud y proporcionar el tratamiento indicado a las personas con conducta suicida–– Eliminar tabúes y estigmas sobre el trastorno mental y el suicidio tanto en el personal sanitario como en la población general–– Promover la investigación sobre la prevención del suicidio."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2033,¿Qué intervenciones clínicas son eficaces en la prevención de la conducta suicida mediante la potenciación de los factores protectores y la resiliencia?,Se recomienda el desarrollo y puesta en marcha de programas de prevención del suicidio basados en la potenciación de factores protectores y factores asociados a la resiliencia.
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2034,¿Qué medidas se pueden tomar para la restricción de medios letales?,"Se recomienda reducir la disponibilidad o limitar el acceso a medios letales de suicidio, principalmente de aquellos más utilizados en cada país:–– Restricción de la venta de psicotrópicos–– Reducción del tamaño de los envases de fármacos en general.–– Uso de antidepresivos de menor toxicidad–– Reducción de las emisiones de monóxido de carbono de los vehículos–– Menor toxicidad del gas de uso domestico–– Instalación de barreras en lugares elevados–– Restricción sobre posesión y control de armas de fuego–– Control de plaguicidas."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2035,¿Qué medidas pueden adoptar los medios de comunicación para prevenir la conducta suicida?,"Se recomienda que los medios de comunicación sigan las directrices de la OMS para la publicación de noticias sobre suicidios, entre las que destacan:–– No tratar las noticias sobre suicidios de forma sensacionalista–– Evitar especificar detalles sobre sus características y circunstancias–– Aportar información precisa, responsable y ética–– Aprovechar la oportunidad para educar a la población–– Ofrecer información sobre los recursos de ayuda disponibles–– Tras un suicidio, tener siempre en cuenta el impacto que la información pueda producir en los familiares y allegados. Se recomiendan acciones, a nivel nacional o autonómico, encaminadas a promover la puesta en marcha de las directrices de la OMS y de otras similares que favorezcan un adecuado tratamiento del suicidio en los medios de comunicación."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2036,¿Cuál es el papel de Internet en la conducta suicida?,"Se recomienda la implantación de medidas dirigidas a favorecer que Internet sea un instrumento que promueva la salud mental y la prevención del suicidio. Entre estas medidas estarían:–– Intentar que las páginas con información útil para los pacientes, encaminadas a la prevención o a ofrecer apoyo, aparezcan situadas en un lugar prioritario cuando se realiza una búsqueda con términos clave–– Regularizar el control de los contenidos de Internet mediante su legislación, implicación de organizaciones o servicios proveedores–– Uso de programas de filtrado para impedir el acceso a determinados foros o blogs."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2037,"Los programas formativos de sensibilización, detección y abordaje de la ideación suicida llevados a cabo en profesionales sanitarios ¿se han mostrado efectivos a la hora de reducir las tasas de suicidio consumado?","Se recomienda que todo profesional, tanto sanitario como no sanitario, que pueda estar en contacto con personas en riesgo de suicidio adquiera los conocimientos, actitudes y habilidades adecuados para su manejo. De forma general, se recomienda que los programas destinados a la formación del personal sanitario sobre conducta suicida incluyan información sobre factores de riesgo y de protección, evaluación y estrategias de intervención en crisis. El formato podrá ser presencial, online o mixto, y basarse en conferencias, discusión de casos o role-playing. Se recomienda que los programas de formación incluyan sesiones de refuerzo de forma periódica (al menos cada dos años). Se recomienda la evaluación de los programas de formación tras su implementación, sobre todo de su influencia sobre la practica asistencial. Se recomienda que los programas de formación en atención primaria incluyan, además de contenidos específicos sobre el suicidio, otros referidos a la detección y tratamiento de la depresión. Se recomienda que los programas de formación en los servicios de urgencias aborden aspectos generales de suicidio y potencien el desarrollo de competencias en la entrevista clínica para la detección de patología psiquiátrica comórbida, factores y grupos de riesgo de suicidio. Se recomienda que los programas de formación en los servicios de salud mental aborden, además de los aspectos generales sobre suicidio, la adquisición de habilidad es en el manejo y prevención de la conducta suicida."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2038,"¿Desde el punto de vista formativo, qué medidas de prevención de la conducta suicida podrían realizarse en profesionales no sanitarios?","Se recomienda que los programas destinados a la formación de personal no sanitario (profesorado, educadores, bomberos, policías…) aborden fundamentalmente factores de riesgo de conducta suicida, aspectos preventivos, intervención en crisis e información sobre la búsqueda de ayuda profesional."
