system_prompt,question,response
produjo que muchas parejas se separaran y convivieran informalmente con 
su nueva pareja10
Principalmente por sta razn la Ley N 27495 incorpor como supuesto del 
divorcio el hecho de la separacin como remedio a la situacin antes referida 
Este nuevo modelo de divorcioremedio se basa en el incumplimiento del deber 
conyugal de hacer vida en comn y la ruptura de la comunidad matrimonial 
por la separacin existente entre los cnyuges por ms de dos aos si no 
tienen hijos menores de edad o cuatro aos si tienen hijos menores de edad 
Asimismo de manera innovadora se introdujo la indemnizacin integral del 
dao conyugal establecindose que al cnyuge que resulte perjudicado con 
la separacin se le conceder una indemnizacin a su favor no slo por los 
daos morales sino que comprende todo tipo de dao incluso los daos 
personales y materiales11
5 Artculo 276 Transcurrido un ao de la sentencia de separacin cualquiera de los cnyuges basndose 
en ella podr pedir que se declare disuelto el vnculo del matrimonio
6 Artculo 264 Si los hechos que han determinado el divorcio comprometen gravemente el inters personal 
del cnyuge inocente el juez puede concederle una suma de dinero a ttulo de reparacin del dao moral
7 BARBERO Omar Citado por CABELLO Carmen Julia Divorcio en el Per Fondo Editorial de la PUCP 
Lima Per 1996 pp 21 309
8 CORNEJO CHVEZ Hctor Derecho Familiar Peruano PUCP Lima Per 1982 p 306
9 CARREN ROMERO Francisco La Separacin de Hecho Disolucin del Vnculo Matrimonial 
Universidad Catlica Santa Mara Escuela de Post Grado Arequipa Per 2007 p 7
10 Ibdem p 6
11 Artculo 345A Indemnizacin en caso de perjuicio
 
Para invocar el supuesto del inciso 12 del Artculo 333 el demandante deber acreditar que se encuentra al 
da en el pago de sus obligaciones alimentarias u otras que hayan sido pactadas por los cnyuges de mutuo 
acuerdo
 
El juez velar por la estabilidad econmica del cnyuge que resulte perjudicado por la separacin de hecho 
as como la de sus hijos Deber sealar una indemnizacin por daos incluyendo el dao personal u 
48
Francisco Carren Romero
Libro de Especializacin en Derecho de Familia
Con esta modificatoria existen dos sistemas de divorcio en nuestro Cdigo 
Civil uno subjetivo basado en la bsqueda de un cnyuge culpable de la 
ruptura a quien se le cargar la responsabilidad civil por el dao moral y otro 
objetivo en el que la investigacin est destinada a acreditar la ruptura del 
vnculo matrimonial y la responsabilidad civil por todos los daos causados12 
3 DELIMITACIN DE LA MATERIA DE INVESTIGACIN
31 El universo de sentencias analizadas
La investigacin ha tenido como universo a Las sentencias casatorias 
emitidas durante los aos 2005 y 2006 hacindose presente que en lo que 
respecta a este tipo de sentencias slo se elaborarn cuadros estadsticos en 
aquellos aspectos relacionados exclusivamente a la aplicacin del derecho b 
Las sentencias de vista emitidas en la Primera Sala Civil de la Corte Superior 
de Justicia de Arequipa durante el ao 2006 despacho en el que particip y 
c Las sentencias emitidas por el Segundo Juzgado Especializado en Familia 
de la Corte Superior de Justicia de Arequipa durante los aos 2005 y 2006 
por ser el rgano de primera instancia con mayor carga histrica en sta 
materia
32 La seleccin del universo por la causal de separacin de hecho
ordenar la adjudicacin preferente de bienes de la sociedad conyugal independientemente de la pensin 
de alimentos que le pudiera corresponder
 
Son aplicables a favor del cnyuge que resulte ms perjudicado por la separacin de hecho las disposiciones 
contenidas en los Artculos 323 324 342 343 351 y 352 en cuanto sean pertinentes
12 PLCIDO V Alex Divorcio Editorial Gaceta Jurdica Lima Per Octubre 2001 p 15
21
5
0
5
10
15
20
25
SEPARACIN DE HECHO
OTRAS CAUSALES
TOTAL  26
CORTE SUPREMA
49
La indemnizacin del dao en los procesos de divorcio por separacin de hecho
Libro de Especializacin en Derecho de Familia
Se han encontrado veintisis sentencias casatorias sobre procesos de divorcio 
de las cuales veintiuno estn sustentados en la causal de separacin de hecho 
y tan solo cinco estn sustentadas en las dems causales lo que demuestra la 
relevancia de stos procesos para la investigacin
En la Primera Sala Civil durante el ao 2006 se han emitido treinta y nueve 
sentencias de vista relativas a procesos de divorcio de las cuales treinta y tres 
corresponden al divorcio por separacin de hecho y tan solo seis al divorcio 
por otras causales lo que corrobora la realidad encontrada en las sentencias 
casatorias
En lo que respecta al Segundo Juzgado de Familia las sentencias de divorcio 
emitidas por la causal de separacin de hecho son noventa y siete y las 
sentencias de divorcio emitidas por otras causales son tan slo veintiocho lo 
que en conjunto demuestra que cuantitativamente es ms enriquecedor 
estudiar el rgimen legal del divorcio por la causal de separacin de hecho 
al existir una muestra ms amplia
33
6
0
5
10
15
20
25
30
35
TOTAL  39
SEPARACIN DE HECHO
OTRAS CAUSALES
PRIMERA SALA CIVIL
SEGUNDO JUZGADO DE FAMILIA
97
28
0
20
40
60
80
100
120
SEPARACIN DE HECHO
OTRAS CAUSALES
TOTAL  125
50
Francisco Carren Romero
Libro de Especializacin en Derecho de Familia
33 La seleccin del universo por su resultado
Las sentencias fundadas por la causal de separacin de hecho y que fueron 
confirmadas por la Primera Sala Civil ascienden a treinta y tan solo tres 
fueron desaprobadas o anuladas
Son ochenta y ocho sentencias sobre divorcio por la causal de separacin 
de hecho en las que ha existido pronunciamiento estimatorio lo que nos 
permite alcanzar un mejor anlisis sobre los fundamentos que se han tenido 
en consideracin al momento de determinar la responsabilidad civil de uno 
de los cnyuges
Conclusin El universo de la investigacin consiste en revisar aquellas 
sentencias de divorcio por la causal de separacin de hecho emitidas por 
la Corte Suprema durante los aos 2005 y 2006 sentencias emitidas por la 
Primera Sala Civil de la Corte de Justicia de Arequipa durante el ao 2006 
y las sentencias emitidas por el Segundo Juzgado de Familia durante los 
aos 2005 y 2006
3
30
0
5
10
15
20
25
30
35
DESAPROBARON  ANULARON
CONFIRMARON  FUNDADA
TOTAL  33
88
5
4
0
10
20
30
40
50
60
70
80
90
100
FUNDADAS
INFUNDADAS
IMPROCEDENTES
TOTAL  97
PRIMERA SALA CIVIL
SEPARACIN DE HECHO
SEGUNDO JUZGADO DE FAMILIA
SEPARACIN DE HECHO
51
La indemnizacin del dao en los procesos de divorcio por separacin de hecho
Libro de Especializacin en Derecho de Familia
4 DETERMINACIN DEL OBJETO DEL PROBLEMA
De los cuadros analizados en el punto anterior hemos podido constatar que 
la mayora de los justiciables han preferido demandar el divorcio por la causal 
de separacin de hecho y que en casi un 85 de estos procesos han terminado 
con una sentencia favorable por lo que nuestra investigacin se centrar en 
encontrar los problemas que presenta la pretensin indemnizatoria en cuanto 
a su procedencia valoracin del dao y las clases de daos reparables por el 
divorcio basado en la causal de separacin de hecho
5 LA INDEMNIZACIN PUEDE SER FIJADA DE OFICIO
51 Resultados de la investigacin
De las sentencias casatorias seleccionadas por divorcio basado en la causal de 
separacin de hecho hemos encontrado que diez sentencias hacen referencia 
expresa a la indemnizacin por el dao ocasionado obteniendo los siguientes 
resultados
La mayor parte de sentencias casatorias establecen que la indemnizacin 
debe ser fijada de oficio en base a que existe una obligacin legal de que 
los juzgadores deben pronunciarse necesariamente an cuando no se haya 
solicitado sobre la existencia o no de un cnyuge que resulte ms perjudicado 
al que de existir se le fijar una indemnizacin a cargo de la parte menos 
afectada y tan solo dos sentencias consideran que la indemnizacin debe ser 
solicitada por las partes va reconvencin
En la Primera Sala acogimos el criterio de minora por cuanto consideramos 
que establecer una indemnizacin de oficio conllevara una afectacin al 
principio de congruencia y derecho de defensa y derecho probatorio
CORTE SUPREMA
SOLICITUD DE INDEMNIZACIN
8
2
0
1
2
3
4
5
6
7
8
9
DE OFICIO
A PETICIN DE PARTE
TOTAL  10
52
Francisco Carren Romero
Libro de Especializacin en Derecho de Familia
Confirmando lo dicho anteriormente tenemos que en diecisiete sentencias 
hemos establecido que al no haber sido solicitada la indemnizacin ya sea 
en la demanda o en la reconvencin no puede existir pronunciamiento 
destacando la Causa N 20056551 en la que se declar nula e insubsistente la 
parte de la sentencia de primera instancia en la que fij indemnizacin debido 
a que ninguna de las partes lo solicit Asimismo hubo pronunciamiento en 
tres sentencias en las que se solicit indemnizacin va reconvencin y en 
diez sentencias no hubo pronunciamiento debido a que el Juez de Primera 
Instancia tampoco se pronunci sobre este extremo
Si bien el cuadro muestra que el Segundo Juzgado de Familia como reflejo de 
la jurisprudencia casatoria en la mayor parte de sus sentencias se pronuncia de 
oficio sobre la indemnizacin ocasionada por el divorcio sin embargo existen 
los datos siguientes a De todas las demandas de divorcio por separacin de 
hecho en las que se ha acumulado la pretensin accesoria de indemnizacin 
ninguna ha sido amparada por el juzgador asimismo en las reconvenciones 
planteadas a fin de obtener una indemnizacin por los daos ocasionados slo 
dos han sido amparadas lo que demuestra que los interesados no cuentan con 
los medios probatorios suficientes como para acreditar la responsabilidad civil 
conyugal b Otro dato interesante es el hecho de que de las sesenta sentencias 
en que ha existido un pronunciamiento de oficio sobre la indemnizacin en 
17
3
10
0
2
4
6
8
10
12
14
16
18
NO FUE SOLICITADO
RECONVENCIN
NO HUBO
PRONUNCIAMIENTO
TOTAL  30
PRIMERA SALA CIVIL
SEGUNDO JUZGADO DE FAMILIA
SOLICITUD DE INDEMNIZACIN
7
10
9
60
2
0
10
20
30
40
50
60
70
DEMANDA
RECONVENCIN
CONTESTACIN
DE OFICIO
NO SE
PRONUNCI
TOTAL  88
53
La indemnizacin del dao en los procesos de divorcio por separacin de hecho
Libro de Especializacin en Derecho de Familia
cuarenta y cinco de ellas el juzgador ha utilizado las frmulas Respecto a la 
indemnizacin prevista en el artculo 345A del Cdigo Civil este despacho 
considera que no se ha probado que alguno de los cnyuges haya ocasionado 
dao al otro por lo que no corresponde fijarse o Ninguna de las partes ha 
aportado elemento probatorio que conlleve a determinar la responsabilidad 
en la separacin de hecho y la consecuente afectacin del otro cnyuge de 
all que resulta inaplicable la norma acotada respecto a la indemnizacin es 
decir declara no haber lugar a fijar una indemnizacin por el hecho de que 
las partes los interesados no han aportado medios probatorios que acrediten 
el dao y el cnyuge responsable lo que demuestra que si bien se cumple el 
pronunciamiento de oficio este resulta ineficaz por cuanto en la mayora no se 
concede indemnizacin porque no existe postulacin de los hechos daosos 
ni ofrecimiento de medios que los prueben tampoco no hay fijacin de hechos 
controvertidos y menos admisin y actuacin de medios probatorios Enton
ces Cmo el juzgador de oficio puede conceder indemnizacin sin afectar el 
principio de congruencia y los derechos de defensa y de prueba
52 La afectacin al principio de congruencia procesal
La responsabilidad especfica por la causal de separacin regulada en 
la norma del artculo 345A13 establece que el juez deber sealar una 
indemnizacin por daos imprecisin legal que ha sido el origen de la 
confusin jurisprudencial ya que se ha tomado el trmino deber como si 
el legislador hubiera querido establecer la obligacin legal del juzgador de 
pronunciarse sobre la indemnizacin por los daos causados por el divorcio 
y que no han sido alegados por las partes sin embargo consideramos que 
adems de las objeciones que la realidad presenta a esta interpretacin y que 
han sido expuestas en el punto anterior existen otras objeciones de carcter 
jurdico como la afectacin al principio de congruencia procesal
En este sentido el artculo IV del Ttulo Preliminar del Cdigo Procesal 
Civil14 establece que el proceso se promueve slo a iniciativa de parte y el 
artculo VII del Ttulo Prelimar del Cdigo citado15 que el juez no puede ir 
ms all del petitorio ni fundar su decisin en hechos diversos de los que han 
sido alegados por las partes Estos artculos contienen lo que la doctrina y la 
jurisprudencia han denominado como el principio de congruencia
13 Artculo 345A Ob Cit
14 Artculo IV El proceso se promueve slo a iniciativa de parte la que invocar inters y legitimidad para 
obrar 
15 Artculo VII El Juez debe aplicar el derecho que corresponda al proceso aunque no haya sido invocado 
por las partes o lo haya sido errneamente Sin embargo no puede ir ms all del petitorio ni fundar su 
decisin en hechos diversos de los que han sido alegados por las partes
54
Francisco Carren Romero
Libro de Especializacin en Derecho de Familia
En virtud del principio de congruencia procesal el juez debe dictar sus 
resoluciones de acuerdo con el sentido y alcances de las peticiones formuladas 
por las partes y a los hechos alegados en la etapa postulatoria toda vez que la 
infraccin a este principio determina la emisin de una sentencia incongruente 
como i la sentencia ultra petita cuando se resuelve ms all del petitorio o los 
hechos ii la sentencia extra petita cuado el juez se pronuncia sobre el petitorio 
o los hechos no alegados iii la sentencia citra petita en el caso que se omite 
total pronunciamiento sobre las pretensiones postulatorias o impugnatorias 
iv la sentencia infra petita cuando el juzgador no se pronuncia sobre todos 
los petitorios o todos los hechos relevantes del litigio omisiones y defectos 
que infringen el debido proceso16
Resulta entonces imprescindible sostener que la norma del artculo 345A del 
Cdigo Civil es de carcter procesal y debe ser interpretada a la luz de los 
principios del Cdigo Procesal Civil En este sentido si el Ttulo Preliminar 
prescribe que todo proceso es a iniciativa de parte y slo el juez debe resolver 
lo que se le ha pedido fundndose en los hechos alegados por las partes 
debemos concluir que la pretensin indemnizatoria debe ser siempre materia 
de una pretensin ya sea a travs de la demanda o de una reconvencin no 
pudiendo el juez decidir sobre la indemnizacin si ello no ha sido peticionado 
en conformidad con el principio de congruencia procesal de que el fallo debe 
corresponder siempre al petitorio ya que sostener lo contrario originara que 
estemos ante la presencia de sentencias ultra petita en las que el juzgador se 
pronunciara sobre un pedido no alegado el pago de una indemnizacin 
y en base a hechos tampoco alegados la existencia de un dao y menos 
probados como ha sido verificado en la investigacin
53 Afectacin del derecho de defensa 
El inciso 14 del artculo 139 de nuestra Constitucin17 contiene el derecho 
fundamental a la defensa el cual se proyecta entre otros como un principio de 
contradiccin de los actos procesales que pudieran repercutir en la situacin 
jurdica de alguna de las partes de un proceso o de un tercero con inters as 
como la facultad que tiene toda persona de contar con el tiempo y los medios 
necesarios para ejercerlo en todo tipo de procesos lo cual implica entre otras 
16 Casacin N 44005PIURA publicada en la Separata Especial de Sentencias en Casacin del Diario Oficial 
El Peruano con fecha 31 de julio del 2006 p 16610
17 Artculo 139
 
Son principios y derechos de la funcin jurisdiccional  14 El principio de no ser privado del derecho 
de defensa en ningn estado del proceso Toda persona ser informada inmediatamente y por escrito de 
la causa o las razones de su detencin Tiene derecho a comunicare personalmente con u defensor de su 
eleccin y a ser asesorada por ste desde que es citada o detenida por cualquier autoridad
55
La indemnizacin del dao en los procesos de divorcio por separacin de hecho
Libro de Especializacin en Derecho de Familia
cosas que sea informada con anticipacin de las actuaciones iniciadas en su 
contra18
Por lo que si el juzgador se pronuncia de oficio sobre la existencia de 
responsabilidad civil ello conllevara una evidente violacin del derecho de 
defensa de las partes ya que durante el proceso no habra la posibilidad de 
contradecir los medios probatorios utilizados por el juzgador al momento 
de sealar la indemnizacin porque las partes solo conoceran estos medios 
probatorios al momento de emitirse la sentencia lo que constituye una 
afectacin al derecho de defensa
6 LOS DAOS POR DIVORCIO PRESCRIBEN
61 Los resultados encontrados
En ninguna de las sentencias revisadas se ha deducido como excepcin 
la prescripcin extintiva de la pretensin de indemnizacin por daos a 
consecuencia de la separacin de hecho porque en la mayora de ellas no ha 
llegado a configurarse una pretensin al haberse emitido pronunciamiento 
de oficio Sin embargo hemos encontrado los siguientes resultados
Como vemos son cuarenta y ocho sentencias que se han pronunciado 
sobre daos que se han originado en ms de diez aos por lo que nos cabe 
preguntarnos si no se estarn indemnizando o emitiendo pronunciamientos 
de oficio sobre daos ya prescritos
18 VEREAU MONTENEGRO Ricardo Antonio Visin Actual del Derecho de Defensa y el Debido Proceso 
En httpwwwcalorgpeArchivosVISIONACTUALdoc consultada por ltima vez el 28 de septiembre 
del 2008
48
40
36
38
40
42
44
46
48
50
MS 10 AOS
MENOS DE 10 AOS
TOTAL  88
SEGUNDO JUZGADO DE FAMILIA
ANTIGEDAD DE LOS HECHOS ALEGADOS
56
Francisco Carren Romero
Libro de Especializacin en Derecho de Familia
62 La necesidad de que los derechos prescriban
El Derecho ha considerado necesario establecer los plazos dentro de los cuales 
se debe ejercitar los derechos y otros plazos en los que la inactividad del 
titular determina su privacin o desproteccin de aquello que jurdicamente le 
corresponde La razn de ello ha sido la de crear seguridad jurdica en el todo 
social en referencia a quien es el titular efectivo de los derechos y tambin 
garantizar a quien tiene un deber o una deuda que no pesar indefinidamente 
sobre l y sus herederos La sola posibilidad de que sea algo eternamente 
exigible planteara al Derecho gravsimos problemas y probablemente hara 
imposible no slo la vida social sino tambin la administracin de justicia19
El fundamento de la prescripcin es de orden pblico pues conviene al inters 
social liquidar situaciones pendientes y favorecer su solucin La prescripcin 
se sustenta por tanto en la seguridad jurdica y por ello ha devenido en 
una de las instituciones ms necesarias para el orden social Atendiendo a 
esta idea de orden pblico que fundamenta el tratamiento legislativo de la 
prescripcin el concepto contenido en el artculo 1989 referirlo en pie de 
pgina se sustenta en la misma consideracin as como en general toda 
la normativa de la materia y ello explica que el legisladores haya reservado 
la potestad de fijar los plazos prescriptorios y haya dado el carcter de 
irrenunciable al derecho de prescribir20
63 El plazo de prescripcin en el dao por divorcio
Si bien somos de la idea que no existe una diferencia sustancial entre la 
responsabilidad extracontractual y la mal llamada responsabilidad contractual 
y partidarios de la moderna doctrina de la unificacin de ambos regmenes 
por el principio de la reparacin integral del dao21 el ordenamiento civil 
nacional ha regulado dos sistemas normativos de la responsabilidad civil 
Uno es el obligacional22 conocido tradicionalmente como contractual 
regulado en el Ttulo IX de la Seccin Segunda del Libro VI del Cdigo 
Civil sobre inejecucin de obligaciones y el otro es el no obligacional 
denominado legislativamente como el de responsabilidad extracontractual 
19 RUBIO CORREA Marcial Prescripcin Caducidad y Otros Conceptos en el Nuevo Cdigo Civil 
Fundacin MJ Bustamante De La Puente Lima Per 1987 p 14
20 VIDAL RAMREZ Fernando La Prescripcin y la Caducidad en el Cdigo Civil Peruano Cultural Cuzco 
S A Lima Per 1985 pp 101  102
21 CARREN ROMERO Jos Francisco Responsabilidad Civil Contractual y Extracontractual Hacia 
la Unificacin del Sistema En Derecho Revista de la Facultad de Derecho  UNSA Nueva era N 9 
Arequipa Per Noviembre 2007 p 121
22 Casacin N 49904LIMA publicada en la Separata Especial de Sentencias en Casacin del Diario Oficial 
El Peruano con fecha 04 de enero del 2006 p 15280
57
La indemnizacin del dao en los procesos de divorcio por separacin de hecho
Libro de Especializacin en Derecho de Familia
contenido en la Seccin Sexta del Libro VII del mismo cuerpo legal resultando 
relevante establecer Qu sistema normativo es aplicable al dao originado 
por el divorcio
En la doctrina en forma unnime se considera que la responsabilidad 
obligacional existe cuando el obligado causa dao al infringir o incumplir 
una obligacin anteriormente predeterminada por la ley o el contrato y es 
extracontractual cuando esa obligacin previa no existe sino el deber genrico 
de no causar dao a nadie23
Dentro de ese contexto el dao que uno de los cnyuges causa al otro por el 
incumplimiento de sus deberes conyugales es especial el de hacer vida en 
comn cuyo origen es la ley o el estatuto matrimonial previsto en el Cdigo 
Civil es de carcter obligacional siendo aplicable el rgimen normativo de 
la inejecucin de las obligaciones 
64 El plazo prescriptorio
Si el dao ocasionado por el divorcio debe dilucidarse conforme a las normas 
de la Responsabilidad Obligacional el plazo de prescripcin es de diez aos 
inciso 1 del artculo 200124 Empero surge la interrogante siguiente Desde 
cuando comienza a correr el plazo prescriptorio
Para la jurisprudencia nacional el ejercicio de la accin comienza por regla 
general cuando se produce el dao presumindose que el hecho es conocido 
por el titular de manera inmediata pero cuando no ocurre as el trmino 
inicial de la prescripcin de la accin es el momento en el que el interesado 
se enter del perjuicio25
Para tal efecto se debe valorar la fecha en que se produjeron los hechos que 
ocasionaron dichos daos ya que incluso la accin de responsabilidad civil 
puede ejercitarse independientemente de la accin de divorcio por lo que si el 
actor no reclam los daos dentro del plazo que tena para hacerlo no puede 
pretender que en un proceso de divorcio se hagan valer daos prescritos
23 OSTERLING PARODI Felipe y CASTILLO FREYRE Mario Tratado de las Obligaciones Biblioteca para 
Leer el Cdigo Civil Volumen XVI Cuarta Parte Tomo XI Fondo Editorial de la Pontificia Universidad 
Catlica del Per Lima  Per 2003 p 810
24 RUBIO CORREA Marcial Prescripcin y Caducidad La Extincin de Acciones y Derechos en el Cdigo 
Civil Biblioteca para Leer el Cdigo Civil Volumen VII Fondo Editorial de la Pontificia Universidad 
catlica del Per Lima Per 1989 p 176
25 Casacin N 97799Lima publicada en la Separata Especial de Sentencias en Casacin del Diario Oficial 
El Peruano con fecha 01 de abril del 2002 p 8656
58
Francisco Carren Romero
Libro de Especializacin en Derecho de Familia
7 EXISTE UNA DEBIDA MOTIVACIN EN LA VALORACIN DEL 
DAO POR DIVORCIO
71 Los resultados encontrados
Durante la investigacin no hemos encontrado una sentencia casatoria en la 
cual se haga referencia directa a los criterios para evaluar el monto del dao 
sin embargo cabe destacar que tan slo la Casacin N 24972003Cajamarca26 
discute uno de los aspectos que podra incrementar el dao como es la 
existencia del proyecto de vida pero al haberse declarado infundado 
el recurso no hubo un mayor desarrollo sobre los criterios para valorar 
econmicamente el dao Asimismo en la Primera Sala Civil slo hemos 
recepcionado una sentencia en la cual se fij conforme a la reconvencin 
solicitada indemnizacin a favor de la cnyuge demandada sin embargo 
teniendo en consideracin que este aspecto no fue materia de apelacin no 
pudimos pronunciarnos sobre los criterios utilizados para fijar dicho monto 
no obstante que en este proceso el criterio del juzgador de primera instancia 
para fijar la indemnizacin fue la prudencia judicial
En lo que se refiere a las sentencias del Segundo Juzgado de Familia debemos 
anotar que de las ochenta y ocho sentencias encontradas sobre divorcio por la 
causal de separacin de hecho en tan slo diecisiete sentencias se ha concedi
do una indemnizacin por el dao ocasionado por el divorcio oscilando los 
montos entre dos mil y cinco mil nuevos soles encontrndose adems que
De las diecisiete sentencias en las que se ha concedido un monto 
indemnizatorio en trece se alega como nico criterio para valorar el dao 
26 Casacin N 24972003Cajamarca publicada en la Separata Especial de Sentencias en Casacin del Diario 
Oficial El Peruano con fecha 03 de mayo del 2005 p 14039
SEGUNDO JUZGADO DE FAMILIA
CRITERIO PARA VALORAR EL DAO
13
4
0
2
4
6
8
10
12
14
PRUDENCIA
NO SE ALEGA
TOTAL  17
59
La indemnizacin del dao en los procesos de divorcio por separacin de hecho
Libro de Especializacin en Derecho de Familia
a la prudencia judicial es decir a la subjetividad del juzgador ya que 
las partes los terceros o el superior nunca podrn detallar los criterios 
utilizados en la valoracin del dao porque la prudencia no puede ser 
medida objetivamente
Ms lamentable es el hecho de que existan cuatro sentencias en las que se 
ha fijado un monto por reparacin del dao ocasionado por el divorcio y 
sin embargo no se ha mencionado ningn criterio objetivo o subjetivo para 
arribar al monto otorgado
Ante esta realidad nos cuestionamos Existe una debida motivacin en la 
valoracin del dao por divorcio
72 La motivacin como parte del debido proceso
El debido proceso como un derecho desde el punto de vista dinmico supone 
la observancia rigurosa por los jueces por los auxiliares jurisdiccionales por 
todos los sujetos procesales no slo de las reglas que regulan la estructura de 
los rganos jurisdiccionales sus competencias sino tambin y esto es lo ms 
resaltante de las normas de los principios y de las garantas que regulan el 
proceso como instrumento judicial en actividad para la tutela jurisdiccional 
efectiva una de ellas la emisin por los jueces de las decisiones judiciales 
basados en los hechos aportados al proceso y en la aplicacin de las normas 
jurdicas respectivas motivacin27
La motivacin es un derechodeber de las decisiones judiciales que forma 
parte del debido proceso Deber porque vincula ineludiblemente a los rganos 
jurisdiccionales y derecho de carcter pblico y naturaleza subjetiva porque 
son titulares de la misma todos los ciudadanos que acceden a los tribunales 
con el fin de recabar la tutela judicial efectiva de sus derechos e intereses 
legtimos28
Adems este derecho ha sido reconocido en el ordenamiento jurdico 
peruano concretamente en el artculo 139 inciso 5 de nuestra Constitucin 
Poltica29 que lo ha considerado como un derecho y principio de la funcin 
27 CARRIN LUGO Jorge Tratado de Derecho Procesal Civil Volumen III Editora Jurdica GRIJLEY Lima 
Per 2004 pp 2930
28 GUASCH FERNNDEZ Sergi El Hecho y el Derecho en la Casacin Civil Jos Mara Bosch Editor 
Barcelona 1998 p 447
29 Artculo 139 Son principios y derechos de la funcin jurisdiccional  5 La motivacin escrita de las 
resoluciones judiciales en todas las instancias excepto los decretos de mero trmite con mencin expresa 
de la ley aplicable y de los fundamentos de hecho en que se sustentan
60
Francisco Carren Romero
Libro de Especializacin en Derecho de Familia
jurisdiccional as como en los artculos 121 y 122 inciso 3 del Cdigo Procesal 
Civil Peruano30 que lo regulan como un deber de los jueces as como un 
requisito de validez de las resoluciones judiciales
73 Vicios en la motivacin
Los vicios que se producen en la motivacin son 
A Falta de motivacin
Este supuesto se refiere a aquellos casos en los cuales la motivacin de la 
resolucin est totalmente ausente31
Como hemos podido apreciar del cuadro antes sealado en cuatro 
sentencias no se alega ningn tipo de criterio para valorar el dao 
ocasionado por el divorcio lo que evidentemente implica una ausencia 
de motivacin que afecta el debido proceso y conlleva la nulidad de stas 
sentencias
B Motivacin defectuosa
La motivacin defectuosa en sentido estricto es la que desarrolla el 
principio de incongruencia procesal el cual tiene por funcin delimitar 
las facultades resolutorias del rgano jurisdiccional32
Entonces cuando el juzgador de familia se pronuncia en las sesenta 
sentencias de oficio sobre la responsabilidad civil originada por el 
divorcio estara contraviniendo el principio de congruencia procesal y con 
ello estas sentencias contendran una motivacin defectuosa afectando al 
debido proceso
30 Artculo 121  Mediante la Sentencia el Juez pone fin a la instancia o al proceso en definitiva 
pronuncindose en decisin expresa precisa y motivada sobre la cuestin controvertida declarando el 
derecho de las partes o excepcionalmente sobre la validez de la relacin procesal 
 
Artculo 122 Contenido y suscripcin de las resoluciones  3 La mencin sucesiva de los puntos sobre 
los que versa la resolucin con las consideraciones en orden numrico correlativo de los fundamentos de 
hecho que sustentan la decisin y los respectivos de derecho con la cita de la norma o normas aplicables 
en cada punto segn el mrito de lo actuado
31 FERNNDEZ Ral E Los Errores In Cognitando En La Naturaleza del Razonamiento Judicial Editorial 
Alveroni Crdoba 1993 pp 115 y ss
32 OBANDO BLANCO Vctor Roberto Estudios de Derecho Procesal Civil Editorial San Marcos Lima 
Per 1997 p 143
61
La indemnizacin del dao en los procesos de divorcio por separacin de hecho
Libro de Especializacin en Derecho de Familia
C Motivacin aparente
En este caso tambin se vulnera el principio lgico de razn suficiente aun 
cuando de manera ms sutil toda vez que lo argumentado no es ni puede 
ser el sustento real de la decisin adoptada Aqu la fundamentacin si bien 
existe se estima que es insuficiente es decir el razonamiento del juez no 
alcanza a mostrar los pasos mentales que dio para llegar a su conclusin33
En este sentido cuando se declara fundada una pretensin indemnizatoria 
trece sentencias fijndose esta en virtud de lo dispuesto por el artculo 
1332 del Cdigo Civil34 que establece que el juez puede fijar el monto 
indemnizatorio de acuerdo con su criterio de prudencia la motivacin 
es aparente En primer lugar es indispensable que la decisin judicial 
determine cmo obtuvo la suma ordenada es decir cmo se valoraron 
los medios de prueba que sirvieron de sustento para su decisin y en los 
casos revisados no hay nada de lo indicado Ms an en los casos en los 
que se invoca la prudencia debe tenerse un cuidado particular pues el 
juez debe determinar por qu para el caso concreto el monto ordenado 
es equitativo por qu no corresponde otorgar una suma menor o por el 
contrario una mayor En efecto aun la equidad debe ser susceptible de 
demostracin o comprobacin sobre la base de parmetros objetivos caso 
contrario podra perfectamente ocurrir que la invocacin a la equidad se 
convierta en el disfraz perfecto de la arbitrariedad
Ante estos hechos resulta necesario que el juzgador no funde su decisin 
en mrito exclusivo a la prudencia judicial ya que si tenemos la certeza de 
la existencia de un dao debe haber un esfuerzo argumentativo y justificar 
la manera como lo est valorando para que la decisin no sea arbitraria y 
las partes puedan ejercitar su derecho de defensa y de la doble instancia 
8 CULES SON LOS DAOS QUE SE ESTN REPARANDO
81 Los resultados encontrados
En lo que respecta a las clases de daos que se reparan por la responsabilidad 
civil originada en los procesos de divorcio hemos encontrado los siguientes 
resultados
33 GHIRARDI Olsen A El Razonamiento Dbil Segunda Parte citado por CARRIN LUGO Jorge 
Tratado de Derecho Procesal Civil Volumen III Editora Jurdica GRIJLEY 2004 Lima Per p 242
34 Artculo 1332 Si el resarcimiento del dao no pudiera ser probado en su monto preciso deber fijarlo el 
juez con valoracin equitativa
62
Francisco Carren Romero
Libro de Especializacin en Derecho de Familia
Como vemos en nueve sentencias la Corte Suprema no emiti ningn 
pronunciamiento en lo referido al tipo de daos que deben ser indemnizados 
debido a que en estos procesos se discuta la posibilidad o no de un 
pronunciamiento de oficio por parte del juzgador sin embargo en la Casacin 
N 24972003Cajamarca35 a la que hemos hecho referencia anteriormente 
la Corte Suprema rechaza la posibilidad de que para el caso concreto se le 
